,comment,vid,postdate,vrate,likeCount
443,ايه الزفت ده انتي بقيتي العن من غناء المهرجانات😏,6V5GfHACjlI,2020-02-18T00:22:49.000Z,none,0
444,"هناك أشخاص بعينهم,,,
 يسرقون العالم منذ أمد بعيد
الأن نحن فى لحظة فارقة
هم مشغلون بأشياء أخرى
ولدينا بالفعل فرصة كبيرة فى مكان لو بدأنا فيه اليوم سنعود بقوة ان شاء الله
شوفوا فيديو ( ازاى تبقى مليونير) فقط على رؤية جديدة
 واستمتع بالحقيقة ف 5 دقائق
لن يظل طويلا على اليوتيوب",mObmMoaByHU,2020-02-18T00:22:10.000Z,none,1
445,كلام خره زي كاتبها مش تركي الشيخ هوا ضربك قبل كده🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,6V5GfHACjlI,2020-02-18T00:21:06.000Z,none,0
446,انا اول مره اسمع مهرجانات بس بجده  صوته جامد جدا,NU78ONP2lps,2020-02-18T00:19:59.000Z,none,0
447,عادل إمام زعيم  تحيه الشعب المصري اخوكم من اليمن,le9rQ4JSfV4,2020-02-18T00:17:37.000Z,none,0
448,دمعت والله كلمات رائعه وصوت اروع... ربنا حيعوضك لانه هو الرزاق وأنت صوت يستحق,zYqcOpSQ69s,2020-02-18T00:15:48.000Z,none,0
449,حشيش ع الاصول,vOh7FtzLj-M,2020-02-18T00:14:08.000Z,none,0
450,والله حرام الانحطاط اللى احنا واصلنا له,vOh7FtzLj-M,2020-02-18T00:12:30.000Z,none,1
451,يسلم لسانك يافنان ياجميل يا محترم,9wx9UhWoYIU,2020-02-18T00:08:38.000Z,none,1
452,ربنا يبارك فى عمر هانى شاكر،الراجل المحترم،انقذنا نرجوك وانقذ احفادنا ،من الاستهتار،الموجود حاليا فى الاغانى،خلاص الفن الهابط هو الرابح،والفن الهادف مالوش قيمه،رجعوا،قيمة الفن،وربنا يثبتك على الحق،ويوفقك،يااستاذنا المحترم،هانى شاكر،,9wx9UhWoYIU,2020-02-18T00:03:00.000Z,none,1
453,كلام تافه و صوت نشااااااز....ولحن راي سمعته من قبل ....مكرر يعني....الله يرحم الفن و يكون بعونك يا مصر,vOh7FtzLj-M,2020-02-18T00:02:23.000Z,none,0
454,المساواه فى الظلم عدل كل ماهو خليع من غناء ورقص وتمثيل يتوقف وحتى الاعلانات وبلاش شغل المصالح اللى بيتعمل اوقف فلان عشان خاطر فلان كل ماهو اسفاف وخليع يتوقف ده ربوتنا على افلام واغانى لولا قرب الانسان من الله لانحرفنا ارحمونا من القرف والقذارة دى ماترجعو كده الاغانى اللى قبل مالعيال دى تغنى بنت الجيران شوفو واحكمو بلعدل ولا انتم صحيتو دلوقت ولا العيال دى مابتدفعش رشاوى,Vf6H7PSxjFg,2020-02-17T23:58:48.000Z,none,0
455,"https://youtu.be/BaymfZvHWAI

اللي بيحب رسم حنه إشتركم في القناه",kGn3_oACYMo,2020-02-17T23:58:33.000Z,none,0
456,ماهاذا يا امال  مش معقول لالالا x,6V5GfHACjlI,2020-02-17T23:53:43.000Z,none,0
457,الله يرحمك يا اسلام شعراوى,GSCvNLYDG1Q,2020-02-17T23:48:46.000Z,none,0
458,ربنا يحفظنا من المرض المخيف,2uF-yA6cVCk,2020-02-17T23:48:04.000Z,none,0
459,دة الدف بنص لسان عمري ما سمعت عنة أربع سنين فين بيغني في المجاري,Vf6H7PSxjFg,2020-02-17T23:46:58.000Z,none,0
460,نفسي افهم هوة عمر أديب جاذبة ولميس جابت حسن شاكوش انت جايبهم تشهرهم فعلا الاعلام الخاص هوة إلى بيعملوا كدة,Vf6H7PSxjFg,2020-02-17T23:43:43.000Z,none,0
461,كل التقدير والاحترام للك سيدتي ، ، انا مستاء جداً لهذا الخبر المؤسف ، هذا المجرم اغتصب طفله كالملاك ويستحق اقسى   العقوبه وقلبي معها ومع اهلها ، لكن لدي  سؤال حيرني كثيراً ولم اجد له اجابه لان هناك تناقض في كلامك ، اعلم ان الكثير سوف يشتموني باسوء الشتائم ويلقون علي اسوء العبارات ، لكن لا يهمني والسؤال يطرح نفسه ، انت قلت ان  الرجل الذي اغتصب الطفله يستحق الإعدام ، سؤالي هو ما هي عقوبه نبي الاسلام لارتكابه لنفس الجريمه منذ ١٦٠٠ سنه عندما اخذ عائشه  من حضن امها وهي في عمر ال ٦ سنوات حتى يغتصبها ؟ هذا المجرم الذي قلت عنه يستحق الإعدام ، الا يشبه نبي الاسلام ؟ شكرا,p3KbLKXD3Nc,2020-02-17T23:41:46.000Z,none,0
462,Kosom hany shaker,mg_nFaZsKZM,2020-02-17T23:38:18.000Z,none,0
463,كلمات غير موزونه  و لحن ضعيف مما جعل الأداء فى حاله ولاده متعثره ............ الفن له أهله,6V5GfHACjlI,2020-02-17T23:35:55.000Z,none,1
464,الله يلعن ثلاثتكم....امييين,E9DhgDrXLuw,2020-02-17T23:35:40.000Z,none,0
465,كرتونة البيض في هابير بي 41 ج,QQyTqOGkBpE,2020-02-17T23:35:27.000Z,none,0
466,عمرو المعرص اديب . اوسخ ما جبتوا مسر. انتوا ودتوا البلد في دهيا,Vf6H7PSxjFg,2020-02-17T23:31:26.000Z,none,0
467,طيب الكلام ده هياكل  مع اثيوبيا ولا هي المجاري برضه ؟,9G9HBb9iTRc,2020-02-17T23:27:47.000Z,none,0
468,"لو عايزين تبطلوهم هتبطلوهم .....
اقل حاجة الرقابة على المصنفات تضطلع بمسؤولياتها على الجميع سواسية ..... وليه مايبقاش لجنة لمتابعة هذه الاشكال واسكاتها اولا باول  ........ لوكان هناك عقاب رادع  وتطبيق للقوانين على الجميع دون اهواء ما رأينا مثل هؤلاء",mg_nFaZsKZM,2020-02-17T23:27:43.000Z,none,0
469,تفووووووووه,vOh7FtzLj-M,2020-02-17T23:23:17.000Z,none,0
470,"انتى ست كذابه ومرافقه عن اَي شفافيه بتتكلمى شفافيه عدد قتلى محطة مصر ولا عدد قتلى مستشفى الاطفال ولا اتوبيس الممرضات 
ف بيان رسمى من الصحه ف الصين بيقول ان ف حاله مانت ف مصر وعادت ال الصين ايه مصلحتهم انهم يكذبو",MRN_AghHhPg,2020-02-17T23:22:14.000Z,none,2
471,يا أستاذ هاني شاكر أنت مقدرتش على محمد رمضان لأن بيتدخل أحد ،وقدرت عل مغنيين مهرجنات لأن لا حول لهم ولا قوة،,mg_nFaZsKZM,2020-02-17T23:21:45.000Z,none,0
472,حسبي الله ونعم الوكيل فيك انت وامثالك بكرهك,MRN_AghHhPg,2020-02-17T23:19:24.000Z,none,1
473,انا يلي مجنني هو محمد رمضان مطرب ههه,VGHZUPcG4Ec,2020-02-17T23:15:18.000Z,none,1
474,"يعني خلاااااااص الأسماء خلصت ومفضلش إلا البغل ههههه
والله الإسم لوحدو يسد النفس",Xyn1JqdTtc0,2020-02-17T23:14:50.000Z,none,0
475,"حكام العرب عملين زى زوجات ترامب 
الى يجتهد اكتر يتكيف اكتر هههههه
اسود على شعوبكم لبوات فى فراش الغرب",9G9HBb9iTRc,2020-02-17T23:11:47.000Z,none,0
476,"يعم هو الى كان هيغنى 
بس انتو بتمشوه بشكل شيك مع انه انسان زباله",VGHZUPcG4Ec,2020-02-17T23:09:24.000Z,none,1
477,محمد بضان رمز الفسخ والانحراف,VGHZUPcG4Ec,2020-02-17T23:05:05.000Z,none,0
478,ليش مافي رقابه على مسلسلات رمضان وفيها خمر وحشيش ورقص .,Vf6H7PSxjFg,2020-02-17T22:58:52.000Z,none,1
479,فرقة حشاشين وصعاليك,vOh7FtzLj-M,2020-02-17T22:58:03.000Z,none,0
480,"وش اسم المسرحية
تكفون 
ابحث عنها من فترة ومالقيت",o6u8iiw2Vcw,2020-02-17T22:55:55.000Z,none,0
481,طب وايه لازمه الظباط دول يعني  هيا كل لقطه لازم تكون  عسكريه,rKh941iBEMs,2020-02-17T22:53:18.000Z,none,1
482,ايه الخرااا هاد ؟ . ؟ . .؟ ؟,vOh7FtzLj-M,2020-02-17T22:52:24.000Z,none,0
483,"استوب يانجم 
وانزل بالبيرة ياشعبان 😁😁😁
عليه العوض خمور وحشيش",vOh7FtzLj-M,2020-02-17T22:51:23.000Z,none,0
484,حد عارف اي دكتور اسنان بس يكون حلو,bioq3ZQa6tY,2020-02-17T22:47:25.000Z,none,0
485,مين محمد رمضان ده ياجدعان هو في أي بجد يعني الواحد مش فاهم الحاجات اللي بتحصل ف مصر دي💔💔,VGHZUPcG4Ec,2020-02-17T22:46:20.000Z,none,2
486,إرادة الشعب اللي قدر يغير رئيس الدولة  يقدر  يغلق الباب في وجه الفن الهابط ان شاء الله  ويتم فرض  الاحترام والذوق  الراقي في كل شيء,mg_nFaZsKZM,2020-02-17T22:45:06.000Z,none,0
487,يعععععع,vOh7FtzLj-M,2020-02-17T22:44:05.000Z,none,0
488,كم يعمر,lEyRA06WzXM,2020-02-17T22:33:56.000Z,none,0
489,هاني  شاكر     انسان  محترم    وأخلاق عالية,mg_nFaZsKZM,2020-02-17T22:33:18.000Z,none,0
490,محمد رمضان ده اوسخ شخصيه امه الوسخه معرفتش تربي ينعل ابوه عرص ربنا يزرع فيه مرض ليس له علاج,VGHZUPcG4Ec,2020-02-17T22:31:27.000Z,none,0
491,أدخلوا مصر إنشاء الله امنين,Jt-RFg1vEVs,2020-02-17T22:30:23.000Z,none,0
492,المصيبة ان المذيعة المتخلفة بعد وصلة اللى مش غنا دى والهبل والسطل الواضح عليه وعلى فرقته بتقول الله الله,vOh7FtzLj-M,2020-02-17T22:25:57.000Z,none,0
493,تحية طيبة معطرة من الأزهر الشريف للشيخ الإنسان محمد بن زايد رجل السلام. الإمارات ومصر أشقاء أوفياء على الدوام,VGHZUPcG4Ec,2020-02-17T22:24:07.000Z,none,4
494,العب يلا,vOh7FtzLj-M,2020-02-17T22:23:55.000Z,none,0
495,اكيد مش هيجيبو فرقه حمو بيكا,VGHZUPcG4Ec,2020-02-17T22:23:17.000Z,none,1
496,ايه الي بتقوليه ده ايه الانجاز زرينا بس الهمه قريب,rKh941iBEMs,2020-02-17T22:22:06.000Z,none,1
497,اشتركوا بقناتنا ❤️,cGTKSk9dVLw,2020-02-17T22:21:01.000Z,none,1
498,اشتركوا بقناتنا ❤️,rKh941iBEMs,2020-02-17T22:20:38.000Z,none,1
499,عاش,rKh941iBEMs,2020-02-17T22:17:43.000Z,none,1
500,عمرو اديب دمه باررررررررررد,svBSz6lWS5A,2020-02-17T22:17:31.000Z,none,0
501,يعني أنتا كده بتقلل من الي هيغتي في الماتش,VGHZUPcG4Ec,2020-02-17T22:17:19.000Z,none,3
502,شفت يا مهيب اللعيبه البيضه لما تحب تلعب بتلعب  بمزاج عالي وحكام اعلي,8qAM0QgnmCs,2020-02-17T22:16:41.000Z,none,0
503,الله يحمي مصر و يغنيها و يعطي لشعبها الصحة و الهناء .م اليزيدي من الجزائر,MRN_AghHhPg,2020-02-17T22:13:34.000Z,none,1
504,مستحي تقول اسيادك تقول اخواتك ..... انت اقوى مطبل في مصر,F11QGb2x-q8,2020-02-17T22:13:02.000Z,none,0
505,اوباش,Ewecmw1dYvI,2020-02-17T22:12:26.000Z,none,0
506,احااااااااااا علي الكلام الخراه مين قال ان محمد خراه فنان يا راجل يا جغف ا,VGHZUPcG4Ec,2020-02-17T22:10:13.000Z,none,3
507,هي مردتش بوضوح تماما,MRN_AghHhPg,2020-02-17T22:09:55.000Z,none,1
508,هو فين البوليس ولا الخرى في مصر,Ewecmw1dYvI,2020-02-17T22:09:33.000Z,none,0
509,حسن شاكوش وعمرو كمال دول انضف ناس بيغني مهرجانات وحرام انهم يتمنعو كفايه بقي زهقتونا بجد الناس حاباهم انتو اَي دخلكم,GSCvNLYDG1Q,2020-02-17T22:07:32.000Z,none,5
510,يلا موتو الناس خلو مصر تقل شوية عشان السيسى ينبسط هههههه,MRN_AghHhPg,2020-02-17T22:06:10.000Z,none,3
511,يا خسارة علينا واحنا بنسقف للى ميستاهلش ونقول عليه فن ، فين الصوت وعن اى فن تتحدثون حرام حرام حرام,vOh7FtzLj-M,2020-02-17T22:06:07.000Z,none,0
512,محمد رمضان و شاكوش و حمو بيكا شوية عربجية و بياخدوا ملاييين و احنا صحاب الشهادات العالية مش لاقيين ناكل و اصحاب الماجستير و الدكتوراة معتقلين احا يا حكومة,4fV_xqOrnG0,2020-02-17T22:05:08.000Z,none,1
513,شكوش,VGHZUPcG4Ec,2020-02-17T22:02:08.000Z,none,0
514,"شاكوش
شاكوش
مطرب الوعي الضائع",vOh7FtzLj-M,2020-02-17T21:58:56.000Z,none,0
515,يعنى هيلغو المهرجانات وهنرقص على اغنية ايها الراقدون تحت التراب ولا ايه مفيش احسن من المهرجانات وامال افلام العريانه دى ال حلوة وكلها بوس واحضان,Vf6H7PSxjFg,2020-02-17T21:56:43.000Z,none,1
516,الحمدلله إن محمد رمضان مش حايغنى هو مطرب أصلاً ربنا يسترها على مصر من كورونا ومن محمد رمضان وإن شاء الله الأهلى يكسب يا عمرو مع إحترامى للزملكاوية وخصوصا ولادى وحفيدى عمرو زملكاوية متعصبين جدا جدا وأنا عارفه إن مطربى المفضل على قلبى وعلى حياتى أمير الغناء بس أعمل إيه الأهلى نادى الكون والكيان تحياتى وإحترامى لك يا عمرو  😍😍🇪🇬🇪🇬🇪🇬🇪🇬,VGHZUPcG4Ec,2020-02-17T21:56:05.000Z,none,5
